Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
0,1,30,0,0,216,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0
0,1,59,0,0,1096,2,1,2,3,2,2,2,2,1,4,2,3,2,2,0
0,1,43,1,2,237,1,3,3,3,5,4,3,1,1,1,1,4,1,3,0
0,1,35,1,0,1024,5,4,4,4,5,5,5,5,4,2,5,5,3,5,1
0,1,51,1,2,700,3,3,3,3,2,5,4,5,5,5,5,5,5,4,1
1,1,22,0,0,1216,3,0,3,4,4,3,4,4,5,1,1,2,4,4,0
1,1,50,1,2,2521,5,5,5,5,3,3,4,5,5,5,5,3,5,3,1
0,0,27,1,0,432,2,1,2,3,4,2,4,4,3,5,4,3,3,4,0
1,0,23,1,0,1262,3,3,3,3,2,3,2,2,5,2,4,4,5,2,0
0,0,27,1,2,1744,0,0,0,2,1,0,1,1,3,5,4,3,4,1,1
0,1,26,0,0,895,1,4,1,3,1,1,1,1,3,4,4,4,4,1,0
1,1,39,1,2,3587,4,4,4,4,5,5,5,4,4,4,4,4,4,3,1
1,1,58,1,2,2905,0,5,0,3,2,5,1,2,2,2,2,3,2,5,1
1,1,52,0,0,413,4,5,4,1,5,4,5,5,5,4,5,3,5,4,1
0,1,33,1,2,1896,3,3,3,3,4,4,3,4,4,4,2,3,2,4,1
0,1,58,1,2,1765,2,2,2,2,3,1,5,5,5,5,5,3,5,1,1
0,0,22,1,0,948,4,4,4,2,5,4,5,5,1,4,3,5,4,5,1
0,0,29,1,2,1033,5,5,5,3,5,5,5,5,4,4,4,4,5,5,1
1,1,31,1,2,3331,1,1,1,1,5,5,5,5,4,1,2,2,5,5,1
1,1,52,1,0,337,4,2,2,2,5,2,2,4,4,4,4,3,4,3,0
1,1,48,1,2,3157,1,1,1,1,4,5,5,4,4,4,4,3,4,3,1
0,1,60,1,2,3459,5,5,4,5,4,4,4,1,1,2,1,3,1,3,1
0,1,64,0,0,1670,4,1,4,4,1,4,1,1,2,4,2,3,4,1,0
1,1,66,0,0,592,4,3,4,3,1,3,1,2,2,4,1,4,2,1,1
0,0,29,1,0,1134,3,3,3,3,3,3,2,3,5,5,3,2,3,3,0
1,0,22,1,2,2565,4,2,3,1,2,3,2,2,5,4,3,3,5,2,1
1,1,36,1,2,2041,4,4,4,4,2,4,4,4,4,4,4,5,4,4,1
1,1,51,1,2,139,3,3,4,3,2,5,5,4,4,4,4,3,4,4,1
0,1,49,1,2,1869,2,2,4,2,4,4,4,5,5,5,5,3,5,4,1
1,1,38,1,2,1892,4,5,4,4,2,1,5,5,5,5,5,2,5,2,1
0,1,48,1,2,1363,2,2,2,2,4,4,4,2,2,3,2,5,2,3,1
1,1,43,0,0,1187,1,4,1,2,5,3,4,2,2,1,1,4,2,3,0
1,1,58,1,2,3553,1,1,1,1,4,5,4,5,5,5,5,3,5,5,1
0,1,47,1,0,227,4,1,5,1,4,4,4,2,3,3,3,4,4,4,0
0,1,45,0,0,102,3,4,0,4,4,0,4,4,5,4,1,2,2,4,0
1,1,54,0,0,2994,3,4,3,3,3,3,3,1,3,4,3,3,4,3,0
1,0,49,1,2,187,3,3,3,3,2,3,2,2,4,4,4,3,4,2,0
1,1,55,1,2,603,3,3,3,3,4,4,5,4,4,4,4,4,4,3,1
1,0,27,1,2,1379,2,2,2,2,2,2,2,2,4,2,5,3,5,2,0
0,0,47,1,2,829,3,3,3,2,4,3,4,4,5,3,5,5,5,4,0
0,1,50,1,2,2585,1,1,1,1,2,4,5,5,5,5,5,4,5,3,1
0,1,28,0,0,351,3,5,3,1,5,3,5,5,3,2,4,5,4,5,0
0,0,26,1,0,725,1,1,1,3,1,1,1,1,5,1,5,2,2,1,0
1,1,49,1,0,1237,5,2,2,2,4,5,4,5,5,5,5,3,5,2,1
1,1,17,0,1,999,1,5,1,5,2,1,2,2,3,3,5,3,4,2,0
0,1,44,1,2,296,5,5,5,5,3,4,3,5,5,5,5,2,5,2,1
0,1,53,1,2,1515,2,2,2,2,4,5,5,5,5,5,5,5,5,5,1
1,1,65,0,0,920,4,2,4,4,3,3,4,3,3,4,3,4,3,1,0
1,1,60,1,0,468,1,2,2,2,5,3,3,1,1,1,1,2,1,4,0
1,1,34,1,2,1620,5,5,5,5,3,3,3,5,3,5,5,3,5,3,1
0,1,43,0,0,333,2,5,2,1,4,2,4,4,3,2,4,3,4,4,0
1,1,68,1,2,2078,1,2,4,4,2,3,3,3,3,3,1,3,3,3,0
1,1,46,1,2,3346,2,2,2,2,3,5,4,5,5,5,5,4,5,3,1
0,1,24,0,0,237,1,5,1,4,5,1,3,5,5,4,4,5,4,5,0
1,1,51,1,0,386,2,2,4,2,2,2,3,2,2,2,2,3,2,2,0
0,0,42,1,0,299,4,5,4,2,3,4,3,3,2,2,2,2,2,3,0
1,1,52,1,2,1739,4,4,2,4,5,5,4,5,5,4,5,5,5,3,1
0,1,49,1,2,2956,2,2,2,2,5,5,5,4,4,5,5,5,3,5,1
1,1,29,1,2,1833,1,1,1,1,5,5,5,5,4,3,4,4,5,5,1
1,1,10,0,0,333,2,3,2,3,3,2,3,3,3,4,3,3,4,3,0
1,0,25,1,1,227,1,4,2,3,1,2,2,1,2,5,3,4,4,1,0
0,1,40,0,0,721,5,1,5,3,3,5,3,3,4,2,4,2,4,3,1
0,0,23,1,0,677,2,2,2,2,4,2,2,4,3,5,5,5,5,4,0
0,1,58,1,2,177,0,5,0,1,2,5,5,3,3,3,3,3,3,5,1
0,0,26,1,2,1096,2,2,2,2,2,2,2,2,2,3,3,2,3,2,0
0,1,27,1,2,2773,1,0,0,4,2,0,2,2,3,3,3,2,3,2,0
0,1,39,1,2,1672,2,2,2,2,3,5,4,5,5,5,5,5,5,5,1
0,1,69,1,2,404,4,4,4,4,4,5,5,4,4,4,4,4,4,4,1
0,0,28,1,2,2521,0,0,0,1,0,2,5,4,5,4,4,5,3,5,1
0,1,49,1,2,3677,4,4,4,4,4,5,4,5,5,5,5,3,5,4,1
1,1,51,1,0,861,2,1,1,1,5,2,3,2,2,2,2,2,2,4,1
1,1,53,1,2,2480,4,4,4,4,4,4,4,2,3,3,3,4,2,4,0
0,1,51,1,1,776,4,1,1,1,4,4,4,4,1,4,2,5,3,4,1
0,1,41,1,2,214,1,1,5,1,4,4,4,4,4,4,5,5,4,4,1
0,1,48,0,0,284,4,5,4,1,1,4,1,1,5,3,5,5,5,1,0
0,1,45,0,0,756,5,5,5,4,4,5,4,4,4,2,5,5,5,4,1
0,1,63,0,0,372,3,1,3,4,1,3,1,1,3,1,4,3,3,1,0
0,1,46,1,0,152,3,4,4,4,3,3,3,3,2,5,3,2,2,3,0
1,0,40,1,2,733,3,3,3,1,4,3,5,4,3,4,4,3,4,4,0
1,1,47,1,2,2182,3,3,3,3,5,5,5,5,4,4,5,5,3,5,1
1,1,53,1,2,1105,3,3,3,3,3,4,5,4,4,4,4,3,4,5,1
0,1,42,0,0,1010,2,3,2,2,5,2,5,5,4,2,4,3,5,5,0
0,0,21,1,0,170,4,4,4,3,5,4,5,5,3,5,4,2,4,5,0
1,1,65,0,0,954,1,5,1,3,2,4,4,2,2,1,5,4,2,5,0
1,1,8,1,0,631,1,3,3,3,1,1,4,1,1,3,4,4,4,1,0
1,1,56,0,0,427,1,1,1,3,1,2,3,1,1,1,1,3,1,4,0
1,0,29,1,0,1235,3,3,3,4,3,3,3,3,3,4,3,4,4,3,0
1,1,51,1,0,595,3,3,4,3,4,5,2,3,3,3,3,5,3,3,1
1,1,17,0,1,2253,1,5,1,3,4,1,4,4,4,2,4,3,4,4,0
1,1,65,0,0,208,2,2,2,1,1,1,2,1,1,2,1,4,1,4,0
1,0,26,1,2,896,0,0,0,3,1,0,1,1,5,3,5,5,4,1,1
0,1,44,1,2,2084,4,4,4,4,4,4,5,5,5,5,5,4,5,5,1
0,1,45,0,0,226,1,4,0,4,3,0,3,3,5,2,5,5,4,3,0
1,1,39,1,2,1672,4,2,2,2,3,3,4,4,4,4,4,2,4,4,0
1,0,20,1,0,1073,2,2,2,3,5,2,1,5,4,5,4,3,3,5,1
0,1,60,0,0,1773,3,4,3,3,1,3,1,1,3,2,3,2,5,1,0
1,1,45,1,2,3376,1,1,4,1,3,4,5,4,4,4,4,3,4,3,1
1,1,47,1,2,1911,3,3,4,3,4,5,5,3,3,3,3,5,3,4,1
0,1,58,1,2,2260,1,1,1,1,3,5,4,4,4,5,4,3,4,4,1
1,1,33,0,0,173,2,5,2,3,2,2,2,2,5,5,4,4,4,2,0
1,1,43,1,2,2279,3,3,3,3,2,3,5,4,4,4,4,5,4,4,1
0,1,54,1,2,390,4,4,4,4,3,4,4,5,5,5,5,4,5,5,1
0,1,59,1,2,1500,2,2,2,2,3,5,4,4,4,5,4,5,4,5,1
1,1,25,0,0,647,4,1,4,2,1,4,1,1,2,5,3,3,2,1,0
1,0,68,1,0,190,3,1,3,2,3,3,3,3,2,4,3,3,2,3,0
0,1,62,0,0,964,3,4,3,3,2,3,2,2,3,3,4,3,5,2,0
1,1,39,1,2,3597,2,2,2,2,3,1,3,5,5,5,5,5,5,4,1
0,1,36,1,2,872,2,2,2,2,5,5,4,5,5,5,5,4,5,5,1
1,1,33,1,2,362,4,4,4,4,3,5,4,3,3,3,3,4,3,3,1
0,1,22,1,2,3648,2,2,2,2,3,3,3,3,2,4,3,5,3,3,1
1,1,34,1,2,529,1,1,1,1,5,4,4,5,5,4,5,3,5,4,1
1,1,58,1,2,1979,5,5,5,5,2,3,5,5,5,5,5,3,5,4,1
1,1,57,0,0,879,2,5,2,1,3,3,4,3,3,2,3,3,3,4,0
0,1,59,0,1,541,4,4,3,3,5,3,5,5,5,2,4,5,5,5,0
0,0,24,1,0,547,3,5,3,3,3,3,3,3,3,5,5,5,4,3,0
1,0,18,1,0,913,2,2,2,3,2,3,3,2,4,2,3,3,4,3,0
0,1,44,1,2,1825,3,3,3,3,3,4,4,4,4,4,4,4,4,5,1
0,0,18,1,0,502,1,2,1,3,1,4,4,3,1,4,3,4,2,4,0
0,0,34,1,0,1243,1,1,1,1,5,1,5,5,1,5,1,2,3,5,0
1,1,22,1,2,563,3,3,3,3,4,4,4,4,3,5,1,2,2,4,1
0,0,20,1,0,696,3,3,3,4,3,3,3,3,4,4,3,2,4,3,0
0,0,34,1,0,371,2,0,2,2,3,2,2,3,5,2,1,2,3,3,0
1,1,56,1,2,692,1,1,1,1,2,2,2,1,4,5,1,2,5,2,1
1,1,29,0,0,651,1,2,2,4,2,2,2,2,4,3,4,3,3,2,0
0,1,38,1,0,253,5,3,3,3,5,5,5,5,4,2,3,5,1,5,1
1,1,64,0,0,192,3,5,3,4,5,5,4,1,1,3,1,4,1,5,0
1,1,9,0,0,868,3,5,3,3,5,3,5,5,4,3,3,3,3,5,0
1,1,33,0,0,406,2,4,2,4,5,2,5,5,4,4,4,3,4,5,0
1,1,42,1,0,611,4,4,4,4,3,3,4,4,4,4,4,3,4,4,0
1,1,46,1,2,533,2,5,2,2,5,5,4,4,4,4,4,5,4,4,1
1,0,20,1,0,240,1,5,1,1,1,3,3,3,4,5,1,3,5,3,0
1,1,57,1,2,1942,1,1,1,1,3,4,4,4,4,4,4,5,4,4,1
1,1,55,0,0,521,4,5,4,4,2,5,4,3,3,4,3,5,3,3,0
0,0,30,1,1,649,3,3,3,1,5,3,5,5,2,5,1,2,4,5,0
1,1,37,1,2,3137,1,2,1,1,2,2,2,5,5,5,5,5,5,5,1
1,0,11,1,0,484,1,3,2,4,5,2,5,5,3,5,4,3,3,5,0
1,0,35,1,2,1212,2,2,2,5,2,2,2,2,3,3,4,3,4,2,0
0,1,50,1,2,1794,1,1,1,1,4,5,2,5,5,5,3,5,5,2,1
0,1,50,0,0,1590,2,5,2,4,5,2,5,5,5,2,5,4,1,5,0
0,1,28,1,2,3675,4,4,4,4,5,5,5,5,4,4,4,4,4,5,1
1,0,37,1,0,878,1,1,1,2,2,1,2,2,4,5,5,5,2,2,0
0,1,69,0,0,1547,1,5,1,4,3,1,5,3,3,2,4,4,4,3,0
0,1,52,0,2,1506,4,5,4,3,4,5,5,3,3,4,4,3,3,3,1
0,1,69,0,0,224,4,4,4,4,4,4,4,4,4,2,5,5,5,4,0
1,1,48,1,2,594,4,4,4,4,2,4,5,4,4,4,4,5,4,5,1
1,1,30,1,2,3185,4,4,4,4,4,4,4,4,3,3,4,5,5,4,1
1,0,25,1,2,666,4,0,4,3,4,5,5,3,2,5,5,5,3,5,1
0,1,52,1,2,2723,1,1,1,1,5,5,5,4,5,5,4,5,3,5,1
1,1,42,0,0,763,2,4,2,3,2,4,5,2,2,2,4,3,2,3,0
0,1,39,1,2,2406,5,5,5,5,3,5,5,5,5,5,5,3,5,3,1
1,1,48,1,0,149,4,2,2,2,4,2,3,4,4,4,4,3,4,1,1
0,1,32,1,2,3309,4,4,4,4,5,5,5,5,5,2,4,4,4,5,1
0,1,40,1,2,2967,3,3,3,3,5,5,5,3,3,3,3,4,3,5,1
1,1,62,1,0,101,5,3,5,5,5,5,2,5,5,5,5,2,5,3,1
1,1,32,0,0,679,3,5,3,1,1,3,1,1,3,3,4,5,5,1,0
1,1,63,0,0,1747,1,4,1,5,5,5,2,5,5,1,3,2,5,3,0
0,1,43,0,1,522,2,4,2,3,5,2,5,5,5,2,5,5,4,5,0
0,1,41,1,1,1041,1,2,4,2,1,1,1,1,4,4,4,2,3,1,0
0,1,36,1,0,1176,3,3,3,3,3,3,3,3,3,3,4,2,4,3,0
1,1,22,1,2,1546,3,3,3,3,3,2,3,3,5,5,5,4,4,3,1
0,1,55,0,0,405,1,4,1,1,5,1,2,5,5,5,4,5,5,5,0
0,1,49,1,2,2125,2,3,1,3,2,4,3,2,2,2,2,4,2,1,0
1,1,37,1,2,2617,3,5,1,5,5,2,1,3,3,4,3,3,3,2,0
1,1,63,0,0,2860,2,5,2,1,2,4,4,5,4,5,5,4,3,4,0
0,1,26,0,0,515,3,4,4,4,5,4,5,5,2,4,1,3,4,5,0
1,1,39,1,2,325,1,1,3,1,3,5,4,4,4,4,4,4,4,3,1
0,0,28,1,0,1050,4,4,4,4,5,4,5,5,2,1,3,2,2,5,1
1,0,21,1,0,1069,3,3,3,4,4,3,4,4,3,3,4,4,5,4,0
1,0,45,1,2,284,3,3,3,5,5,3,3,5,4,3,5,4,4,5,0
1,1,58,1,2,2055,3,3,3,3,5,5,5,4,2,4,5,5,5,5,1
1,1,43,1,2,1444,3,3,3,3,2,5,5,3,3,3,3,5,3,3,1
1,0,27,1,0,163,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0
1,1,69,0,0,270,5,1,4,3,3,2,3,1,1,4,1,3,1,3,1
1,1,53,0,0,918,1,1,1,3,2,4,4,2,2,1,2,3,2,3,0
0,1,38,1,2,2531,1,1,1,1,2,1,2,3,3,4,3,4,3,5,1
1,0,24,1,2,480,4,0,4,3,2,4,2,2,3,4,5,3,5,2,1
0,1,42,1,2,2399,1,1,1,1,3,5,4,4,4,4,4,3,4,5,1
1,1,27,1,2,895,4,4,3,4,4,4,4,4,5,4,5,3,5,4,1
0,1,58,1,2,308,3,3,4,3,3,3,4,5,5,5,5,4,5,3,1
1,1,32,1,0,209,5,2,2,2,5,4,5,5,1,3,4,3,5,5,1
1,1,40,1,2,1757,2,2,2,2,5,5,5,5,5,5,5,5,5,3,1
0,1,37,1,0,596,4,4,4,4,4,5,4,4,3,5,3,2,4,4,1
1,1,38,1,2,1919,2,2,2,2,2,1,2,4,4,4,4,2,4,3,1
1,0,18,1,1,455,2,4,2,4,3,2,4,3,5,4,1,4,4,3,0
1,1,34,0,0,399,4,5,4,2,2,4,5,2,5,5,2,2,3,2,1
1,1,22,0,0,448,2,4,2,1,2,3,5,3,5,5,5,5,5,5,0
0,1,27,0,0,581,3,5,4,2,1,4,1,1,4,2,4,4,5,1,0
0,1,39,1,0,852,3,1,1,1,3,3,3,3,4,5,3,2,3,3,0
1,1,54,0,0,2611,2,1,2,3,2,4,4,3,3,2,4,4,2,4,0
0,0,48,1,2,216,3,3,3,3,4,3,4,4,4,5,4,4,3,4,0
0,1,48,1,0,271,3,1,1,1,3,3,3,3,2,5,3,2,3,3,0
1,1,19,0,0,862,3,4,3,2,3,3,3,3,3,2,4,4,5,3,0
0,1,41,1,2,290,1,1,1,1,5,4,4,5,5,5,5,3,5,4,1
1,1,61,0,1,864,2,4,2,5,2,4,4,1,1,2,1,4,1,5,0
1,1,61,1,2,2932,3,1,1,1,3,4,3,3,3,3,3,3,3,3,0
1,1,36,1,2,1217,3,3,3,3,2,5,5,4,4,4,4,4,4,4,1
1,1,45,0,1,457,3,5,3,2,4,5,5,4,4,3,4,5,4,5,0
0,0,33,1,2,364,3,3,3,2,2,3,2,2,3,4,5,5,4,2,0
1,1,59,0,2,1979,2,1,2,3,2,4,3,2,2,2,3,3,2,3,0
0,1,27,1,0,482,3,4,4,4,3,3,3,3,4,4,3,3,2,3,0
0,1,41,1,2,1428,4,4,4,4,4,2,3,4,4,4,4,4,4,1,1
0,1,29,1,2,1616,2,2,2,2,5,5,5,5,4,3,5,5,4,5,1
0,1,55,1,2,199,2,2,2,2,5,3,4,2,2,2,2,2,2,2,0
0,1,53,1,2,2556,3,3,3,3,3,5,5,3,3,2,3,3,3,5,1
1,1,64,0,0,190,5,4,5,1,5,5,5,5,5,5,1,5,5,4,1
1,1,52,0,0,196,1,4,1,4,3,4,4,2,2,1,2,3,2,3,0
1,1,49,0,0,861,3,4,3,3,3,4,5,3,3,3,4,3,3,5,0
0,1,8,1,2,546,4,4,5,4,4,4,4,4,5,3,5,5,5,4,1
1,1,26,0,0,1605,1,5,0,3,0,5,5,5,3,4,3,5,1,5,0
0,1,54,1,2,2607,5,5,4,5,3,4,5,4,4,4,4,3,4,3,1
1,0,34,1,0,507,2,2,2,4,3,2,3,3,3,1,3,4,4,3,0
0,1,55,1,2,934,4,4,4,4,4,5,4,5,5,5,5,5,5,5,1
0,1,51,1,2,2740,2,2,5,2,5,4,5,5,5,5,5,3,5,3,1
1,1,31,1,2,2496,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0
1,1,52,0,1,200,4,4,0,4,5,5,3,4,4,0,5,3,4,5,0
1,1,7,0,0,1119,2,1,2,4,1,2,1,1,2,3,4,4,4,1,0
0,1,59,0,0,993,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0
0,0,22,1,2,222,0,0,0,3,1,0,1,1,5,4,5,2,2,1,1
0,1,27,1,0,680,0,0,0,2,4,0,4,4,3,5,2,3,2,4,1
1,1,38,0,0,1013,2,4,2,4,5,2,5,5,2,5,5,4,3,5,0
1,0,38,1,2,1276,1,1,1,4,5,1,5,5,4,3,4,5,5,5,0
1,1,26,1,2,404,3,1,1,1,3,3,3,3,3,4,3,2,4,3,0
0,0,20,1,0,425,4,0,4,3,4,4,4,4,4,5,4,4,4,4,1
1,1,52,1,0,116,5,4,4,4,4,4,2,5,5,5,5,2,5,5,1
1,1,54,1,2,2486,3,3,3,3,4,4,5,5,5,4,5,3,5,5,1
0,0,23,1,2,266,3,2,3,3,4,3,2,4,4,4,3,2,3,4,0
1,1,59,0,0,158,4,5,4,2,4,4,5,5,5,4,5,4,5,4,0
0,1,27,1,2,239,0,0,0,1,5,5,5,5,3,2,4,4,4,5,1
0,0,26,1,2,237,3,4,3,5,4,3,4,4,3,2,5,3,5,4,0
0,1,35,0,0,1660,3,5,4,5,5,4,5,5,5,5,4,5,4,5,0
0,1,44,1,2,2591,5,5,5,5,3,3,3,5,5,5,4,2,5,2,1
0,0,38,1,1,259,3,3,3,2,5,3,5,5,1,3,4,2,5,5,0
1,1,29,1,2,3601,1,1,1,1,5,5,5,5,4,2,4,3,4,5,1
0,1,28,1,2,1123,1,4,4,4,1,1,1,1,4,5,3,3,3,1,0
1,1,35,1,2,1797,3,5,5,5,3,2,3,3,3,3,3,4,3,4,0
1,1,40,1,2,1533,4,4,4,4,2,5,4,4,4,4,4,4,4,3,1
0,0,27,1,2,436,1,1,1,4,4,1,5,4,4,4,5,5,4,4,0
1,1,51,1,2,733,3,3,3,3,5,5,4,2,2,2,2,4,2,4,1
1,1,27,1,0,1481,2,3,3,3,2,2,2,2,1,3,2,2,3,2,0
0,1,65,0,0,562,3,5,3,4,5,3,5,5,3,5,4,5,5,5,0
0,0,21,1,0,173,1,3,1,4,3,1,3,3,1,1,4,2,4,3,0
1,1,41,0,2,463,1,5,1,3,3,4,5,2,2,1,2,4,2,4,0
1,1,26,0,0,967,2,4,2,4,2,2,2,2,3,3,4,5,5,2,0
0,1,36,0,2,849,2,5,3,3,5,4,5,4,4,3,2,4,4,5,0
1,1,34,0,0,1190,4,5,4,1,5,4,5,5,3,4,3,5,4,5,1
1,1,49,0,1,1521,3,4,3,4,3,5,5,5,5,3,5,4,5,5,0
0,1,26,0,0,740,2,4,2,2,4,2,4,4,4,4,5,3,4,4,0
1,0,27,1,0,1205,4,4,4,3,4,4,4,4,2,4,3,2,4,4,0
0,1,38,0,0,529,2,3,3,4,5,3,3,5,1,1,4,3,5,5,0
0,1,54,0,0,370,2,0,2,3,5,2,4,5,4,5,5,3,4,5,0
0,1,18,0,0,247,2,4,2,1,1,2,1,1,5,4,5,4,4,1,0
0,1,30,1,2,2168,4,4,4,4,5,5,5,5,1,3,1,3,2,5,1
0,0,57,1,0,261,3,0,3,1,1,3,1,1,2,3,3,5,3,1,0
0,1,45,0,0,589,4,4,4,2,5,4,5,5,4,2,5,3,4,5,0
0,1,41,1,2,3108,3,3,3,3,2,4,5,4,4,4,4,3,4,5,1
0,1,29,1,1,612,3,5,5,5,3,3,3,3,2,2,3,3,3,3,0
1,1,37,0,0,595,1,4,1,3,3,1,3,3,4,4,4,4,1,3,0
0,1,58,1,2,1428,3,5,5,5,2,2,3,3,3,3,3,2,3,3,0
1,1,9,1,2,920,3,3,3,3,3,2,3,3,3,1,3,4,4,3,0
0,1,65,0,1,337,3,4,3,2,4,3,3,4,3,1,1,2,5,4,0
1,0,40,1,2,391,1,1,1,2,5,1,5,5,4,5,4,3,5,5,0
1,0,32,1,1,719,3,2,2,4,2,2,2,2,2,3,3,2,3,2,0
1,1,11,0,0,1464,1,4,1,2,1,1,1,1,4,3,5,5,5,1,0
1,1,68,1,0,89,2,5,5,5,2,2,5,1,1,2,1,4,1,1,1
0,1,51,1,2,3196,3,3,3,3,4,4,2,4,4,4,4,2,4,2,1
1,1,32,1,2,2195,4,4,4,4,5,5,5,5,5,4,5,3,5,5,1
0,1,42,1,0,1024,5,5,2,5,5,5,5,5,5,5,3,5,2,5,1
0,1,39,1,0,366,2,2,2,2,2,2,2,2,3,3,2,2,2,2,0
1,1,49,1,0,101,3,3,3,3,3,4,4,3,3,3,3,3,3,1,0
1,1,54,1,2,3325,4,4,4,4,4,4,4,4,4,4,4,3,4,5,1
0,0,41,1,2,377,1,1,1,3,1,1,1,1,5,5,5,5,5,1,0
0,1,54,1,2,448,2,2,2,2,3,4,5,4,4,4,4,5,4,5,1
1,1,59,1,0,692,5,1,1,1,5,2,3,5,5,5,5,5,5,5,1
0,1,34,1,1,531,4,5,5,5,4,4,4,4,1,3,2,5,3,4,1
1,1,39,1,2,1009,1,1,1,1,3,3,3,1,1,1,1,2,1,2,0
0,1,50,1,2,3630,4,4,4,4,4,4,4,5,4,4,4,4,3,4,1
1,1,52,1,0,214,2,5,5,5,5,4,4,2,2,2,2,3,2,2,0
0,1,8,0,0,517,1,5,1,2,5,1,5,5,3,4,5,3,5,5,0
0,0,20,1,0,337,3,0,3,5,3,3,3,3,3,4,4,5,5,3,0
1,1,46,1,2,2096,3,3,3,3,2,5,4,5,5,5,5,5,5,4,1
0,1,43,1,2,1440,3,3,4,3,3,5,4,4,4,4,4,5,4,3,1
1,1,26,1,2,1700,1,1,1,1,3,3,3,3,3,5,2,3,5,3,1
1,1,36,1,2,589,4,4,4,4,5,2,1,4,4,4,4,2,4,3,1
1,0,22,1,2,1242,4,0,4,4,3,4,1,3,4,2,5,5,4,3,1
0,1,38,1,2,3227,3,3,3,3,2,5,5,4,4,4,4,3,4,5,1
0,1,37,0,0,2704,3,5,3,3,4,3,4,4,5,4,1,4,5,4,0
0,1,40,1,2,3186,5,5,5,5,3,4,5,5,5,5,5,4,5,4,1
0,1,43,1,2,383,5,3,5,5,4,5,5,5,5,5,5,3,5,5,1
1,1,38,0,0,453,4,4,4,1,5,4,5,5,3,2,4,4,4,5,0
1,1,61,1,2,2947,2,2,2,2,3,4,4,2,2,2,2,4,2,2,0
0,0,23,1,0,944,5,5,5,1,1,5,1,1,3,4,4,2,5,1,1
1,0,33,1,0,546,2,1,2,1,3,2,3,3,2,1,1,4,2,3,0
0,1,30,0,0,1744,4,1,4,3,2,4,2,2,4,5,2,3,4,2,0
0,0,55,1,0,163,5,0,5,5,3,5,3,3,3,2,5,4,2,3,1
0,1,65,0,0,1092,2,5,2,1,5,2,5,5,5,3,2,3,5,5,0
0,1,20,0,0,600,5,1,5,4,2,5,2,2,4,1,4,2,4,2,1
0,1,50,1,2,983,1,1,1,1,2,5,5,2,2,2,2,5,2,4,1
1,1,61,1,2,1744,1,1,5,1,4,5,5,5,5,5,5,5,5,3,1
0,1,53,0,1,230,3,5,3,4,2,3,2,2,5,2,4,3,5,2,0
0,0,24,1,0,481,2,4,2,4,1,2,1,1,3,5,3,2,3,1,0
0,1,48,1,2,1553,4,4,4,4,3,5,5,5,5,5,5,4,5,5,1
1,1,42,0,0,546,2,3,1,3,4,3,4,5,5,1,5,2,5,1,0
0,1,36,1,2,241,1,1,5,1,3,4,3,1,1,1,1,2,1,4,0
1,1,42,0,0,571,4,5,4,3,4,1,2,1,1,4,1,5,1,1,0
1,1,53,1,2,2419,4,4,4,4,2,5,4,4,4,4,4,4,4,3,1
0,0,37,1,2,666,3,3,3,4,3,3,4,3,4,4,4,5,5,3,0
0,0,24,1,0,216,2,2,2,4,3,2,3,3,1,1,4,3,4,3,0
1,1,20,0,0,1120,2,1,2,4,2,2,2,2,2,4,4,3,3,2,0
0,1,44,1,0,989,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0
1,1,54,1,0,376,5,1,1,1,5,1,3,5,5,5,5,2,5,4,1
0,0,28,1,2,1188,1,2,2,3,3,2,4,3,3,1,4,4,2,3,0
0,1,27,1,2,1846,4,4,4,4,3,3,3,3,3,2,5,5,5,3,1
0,1,57,1,2,3123,5,5,5,5,5,4,4,4,4,4,4,3,4,3,1
0,1,68,0,0,192,4,1,4,4,4,4,4,4,3,4,4,4,4,4,0
0,1,35,0,0,304,3,1,3,3,1,3,1,1,1,2,2,4,2,1,0
1,1,30,0,0,1218,1,0,1,4,3,1,1,3,4,2,5,3,5,3,0
1,0,24,1,0,449,1,5,1,3,5,1,5,5,4,3,4,5,4,5,0
0,1,27,1,2,715,3,3,3,3,5,5,5,5,3,4,5,4,4,5,1
0,1,47,1,2,978,4,4,2,4,4,5,4,4,4,4,4,2,4,1,1
1,1,15,0,2,214,3,4,3,4,5,3,5,5,4,2,5,5,5,5,0
0,1,44,1,2,2139,1,1,1,1,4,3,5,4,4,5,4,5,4,4,1
1,0,29,1,2,761,0,0,0,3,5,0,5,5,5,2,4,4,4,5,1
0,0,17,1,0,403,2,3,2,3,3,2,3,3,3,5,4,2,4,3,0
0,0,29,1,2,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0
0,0,35,1,0,331,2,1,2,2,3,2,3,3,2,4,2,3,2,3,0
1,1,33,1,0,788,4,5,4,5,4,4,4,4,4,1,4,5,4,4,1
